Run,N,Block Size,Num Threads,Sequential Time,Threadpool Time,Rayon Time
207,1000,100,2,3.239299s,1.7717299s,2.4140403s
208,1000,100,2,2.8649994s,2.1157083s,2.0488812s
209,1000,100,2,3.537743s,1.828792s,1.9370165s
210,1000,100,2,2.8767254s,1.4865733s,1.8308297s
211,1000,100,2,4.4514593s,1.5475869s,1.7702303s
212,1000,100,2,2.9350772s,1.6769262s,2.1148843s
213,1000,100,2,5.3738944s,1.5081169s,1.9068211s
214,1000,100,2,5.9607717s,1.5896459s,1.8559555s
215,1000,100,2,6.1659389s,1.5376633s,1.7996656s
216,1000,100,2,6.1370176s,1.5399155s,1.7584505s
217,1000,100,2,6.1539868s,1.5820224s,2.2709124s
218,1000,100,2,4.8033014s,1.5876389s,1.8257535s
219,1000,100,2,4.2713207s,1.5965277s,1.9722475s
220,1000,100,2,3.211819s,1.7496189s,1.8849821s
221,1000,100,2,2.7049274s,1.7871792s,1.914673s
222,1000,100,2,4.9473835s,1.6775841s,2.0887402s
223,1000,100,2,3.0611226s,1.643902s,1.8788192s
224,1000,100,2,3.3479875s,1.6046857s,2.0567016s
225,1000,100,2,3.2101377s,1.7619263s,1.8853532s
226,1000,100,2,4.6909473s,1.6648344s,1.957271s
227,1000,100,2,3.6111488s,1.6165402s,1.9624547s
228,1000,100,2,2.6876137s,1.5860984s,1.9403581s
229,1000,100,2,3.4265308s,1.7995064s,1.7925077s
230,1000,100,2,4.2852103s,1.6241579s,1.9698871s
231,1000,100,2,4.3253527s,1.5858919s,1.9402746s
232,1000,100,2,4.4752415s,2.2513291s,1.7161271s
233,1000,100,2,3.0941481s,1.4643731s,2.1819615s
234,1000,100,2,2.9357845s,1.6135321s,2.4803253s
235,1000,100,2,2.8442452s,1.4770927s,1.9583002s
236,1000,100,2,2.729818s,1.5372179s,1.9668503s
237,1000,100,2,2.5071955s,1.4960189s,1.7208979s
238,1000,100,2,2.5313678s,1.6106522s,1.7254853s
239,1000,100,2,2.9084101s,1.4984356s,1.6491969s
240,1000,100,2,3.319572s,1.5656659s,1.7008386s
241,1000,100,2,3.267457s,1.5001239s,1.7170557s
242,1000,100,2,4.1089638s,1.5019439s,1.675924s
243,1000,100,2,5.8141914s,1.5060788s,1.7424645s
244,1000,100,2,4.0121221s,1.7621533s,2.2156548s
245,1000,100,2,3.8743572s,1.8559982s,2.1598819s
246,1000,100,2,5.0815809s,1.647488s,2.4223328s
247,1000,100,2,5.7706182s,1.591377s,1.8871365s
248,1000,100,2,3.7989041s,1.741607s,2.4463048s
249,1000,100,2,3.7228865s,1.6732222s,2.5122855s
250,1000,100,2,3.4818047s,1.9919736s,2.2421648s
251,1000,100,4,5.5704918s,1.1681982s,1.565879s
252,1000,100,4,6.2005801s,1.3688671s,1.5214884s
253,1000,100,4,5.3186632s,1.1446558s,1.497975s
254,1000,100,4,6.1018588s,1.1960763s,1.4360468s
255,1000,100,4,3.2157189s,1.1225552s,1.5256427s
256,1000,100,4,2.6976164s,1.2038845s,1.2616908s
257,1000,100,4,3.239299s,1.1931088s,1.6387525s
258,1000,100,4,2.8649994s,1.1844828s,1.7809298s
259,1000,100,4,3.537743s,1.2169519s,1.5641775s
260,1000,100,4,2.8767254s,1.1755854s,1.253041s
261,1000,100,4,4.4514593s,1.2592243s,1.8143042s
262,1000,100,4,2.9350772s,1.1255016s,1.7289189s
263,1000,100,4,5.3738944s,1.1999435s,1.2576253s
264,1000,100,4,5.9607717s,1.2292458s,1.2889885s
265,1000,100,4,6.1659389s,1.1706929s,1.3934446s
266,1000,100,4,6.1370176s,1.2994449s,1.4127322s
267,1000,100,4,6.1539868s,1.3213539s,1.4442525s
268,1000,100,4,4.8033014s,1.1108825s,1.0729836s
269,1000,100,4,4.2713207s,1.21789s,1.3267324s
270,1000,100,4,3.211819s,1.2257661s,1.7258452s
271,1000,100,4,2.7049274s,1.4906857s,1.4452601s
272,1000,100,4,4.9473835s,1.7629828s,1.6706694s
273,1000,100,4,3.0611226s,1.0420857s,1.4748335s
274,1000,100,4,3.3479875s,1.0617079s,1.0559482s
275,1000,100,4,3.2101377s,1.0310721s,1.0878943s
276,1000,100,4,4.6909473s,1.0269699s,940.1193ms
277,1000,100,4,3.6111488s,1.0586532s,918.2364ms
278,1000,100,4,2.6876137s,1.0236223s,940.1073ms
279,1000,100,4,3.4265308s,1.0661365s,1.0762305s
280,1000,100,4,4.2852103s,1.0634908s,1.1235645s
281,1000,100,4,4.3253527s,1.2863201s,1.7639263s
282,1000,100,4,4.4752415s,2.0323083s,2.104884s
283,1000,100,4,3.0941481s,1.6814109s,1.3787347s
284,1000,100,4,2.9357845s,1.3560574s,1.6089021s
285,1000,100,4,2.8442452s,1.1311293s,1.5057043s
286,1000,100,4,2.729818s,1.0617268s,1.483528s
287,1000,100,4,2.5071955s,1.069085s,1.3513355s
288,1000,100,4,2.5313678s,1.1017198s,1.4122248s
289,1000,100,4,2.9084101s,1.2182513s,1.6313526s
290,1000,100,4,3.319572s,1.0046308s,1.5231321s
291,1000,100,4,3.267457s,1.0584409s,1.3726062s
292,1000,100,4,4.1089638s,1.0977105s,1.4527842s
293,1000,100,4,5.8141914s,1.1476555s,1.2692501s
294,1000,100,4,4.0121221s,1.058882s,1.6211906s
295,1000,100,4,3.8743572s,1.0799309s,1.3891172s
296,1000,100,4,5.0815809s,1.1775664s,1.4336626s
297,1000,100,4,5.7706182s,1.1441444s,1.3058652s
298,1000,100,4,3.7989041s,1.1279579s,1.5448685s
299,1000,100,4,3.7228865s,1.1219688s,1.5325825s
300,1000,100,4,3.4818047s,1.1183869s,1.5463888s
301,1000,100,8,5.5704918s,1.1349811s,1.4203821s
302,1000,100,8,6.2005801s,1.0830601s,1.4018244s
303,1000,100,8,5.3186632s,1.0187935s,1.318571s
304,1000,100,8,6.1018588s,1.1562646s,1.3038211s
305,1000,100,8,3.2157189s,975.0879ms,1.3369893s
306,1000,100,8,2.6976164s,1.0265646s,1.271673s
307,1000,100,8,3.239299s,989.4396ms,1.1901392s
308,1000,100,8,2.8649994s,1.0194527s,1.3400617s
309,1000,100,8,3.537743s,1.0296187s,1.1709094s
310,1000,100,8,2.8767254s,1.0483167s,1.1514394s
311,1000,100,8,4.4514593s,1.0802008s,1.2244198s
312,1000,100,8,2.9350772s,980.1957ms,1.1957974s
313,1000,100,8,5.3738944s,1.0176769s,1.1918914s
314,1000,100,8,5.9607717s,1.0011866s,1.3136427s
315,1000,100,8,6.1659389s,1.0212248s,1.220785s
316,1000,100,8,6.1370176s,1.001041s,1.1871445s
317,1000,100,8,6.1539868s,995.1217ms,1.3015736s
318,1000,100,8,4.8033014s,1.0223506s,1.2789786s
319,1000,100,8,4.2713207s,1.014621s,1.181999s
320,1000,100,8,3.211819s,1.0112157s,1.3007945s
321,1000,100,8,2.7049274s,997.0106ms,1.3052693s
322,1000,100,8,4.9473835s,989.5588ms,1.2542882s
323,1000,100,8,3.0611226s,991.653ms,1.1358777s
324,1000,100,8,3.3479875s,1.0122636s,1.2618467s
325,1000,100,8,3.2101377s,1.0213869s,1.2171993s
326,1000,100,8,4.6909473s,1.1496798s,1.3664873s
327,1000,100,8,3.6111488s,1.054082s,1.2930735s
328,1000,100,8,2.6876137s,1.1293023s,1.3242284s
329,1000,100,8,3.4265308s,1.1939696s,1.4087867s
330,1000,100,8,4.2852103s,1.0947474s,1.4221542s
331,1000,100,8,4.3253527s,1.134662s,1.5562636s
332,1000,100,8,4.4752415s,1.2552616s,1.342488s
333,1000,100,8,3.0941481s,1.0861881s,1.2251246s
334,1000,100,8,2.9357845s,1.1097848s,1.3230995s
335,1000,100,8,2.8442452s,1.1030762s,1.3067483s
336,1000,100,8,2.729818s,1.0503309s,1.2518161s
337,1000,100,8,2.5071955s,1.1439128s,1.2020667s
338,1000,100,8,2.5313678s,1.0341742s,1.2842016s
339,1000,100,8,2.9084101s,1.0810869s,1.192489s
340,1000,100,8,3.319572s,1.0402494s,1.3708939s
341,1000,100,8,3.267457s,1.0202101s,1.4098141s
342,1000,100,8,4.1089638s,1.0648303s,1.2766138s
343,1000,100,8,5.8141914s,1.0572341s,1.3950044s
344,1000,100,8,4.0121221s,1.117536s,1.5074297s
345,1000,100,8,3.8743572s,1.1612166s,1.5099981s
346,1000,100,8,5.0815809s,1.0136849s,1.3589233s
347,1000,100,8,5.7706182s,1.1206829s,1.3301406s
348,1000,100,8,3.7989041s,1.0527391s,1.3175874s
349,1000,100,8,3.7228865s,1.2657174s,1.2503965s
350,1000,100,8,3.4818047s,1.1364571s,1.5500138s
351,1000,100,16,5.5704918s,1.2675259s,1.2717335s
352,1000,100,16,6.2005801s,1.080114s,1.4354256s
353,1000,100,16,5.3186632s,1.0598859s,1.3569032s
354,1000,100,16,6.1018588s,1.0587493s,1.5888245s
355,1000,100,16,3.2157189s,1.0963337s,1.4984577s
356,1000,100,16,2.6976164s,1.0423019s,1.4447559s
357,1000,100,16,3.239299s,1.1052432s,1.2640656s
358,1000,100,16,2.8649994s,1.1329718s,1.3253303s
359,1000,100,16,3.537743s,1.0741911s,1.2852497s
360,1000,100,16,2.8767254s,1.1044899s,1.2213378s
361,1000,100,16,4.4514593s,942.1333ms,1.3290832s
362,1000,100,16,2.9350772s,1.02697s,1.2256563s
363,1000,100,16,5.3738944s,1.1330344s,1.218631s
364,1000,100,16,5.9607717s,1.0398427s,1.4494407s
365,1000,100,16,6.1659389s,1.027025s,1.1306156s
366,1000,100,16,6.1370176s,1.0827787s,1.3934035s
367,1000,100,16,6.1539868s,990.7289ms,1.3770202s
368,1000,100,16,4.8033014s,1.028209s,1.2836016s
369,1000,100,16,4.2713207s,1.1876755s,1.3976498s
370,1000,100,16,3.211819s,1.0655931s,1.4488662s
371,1000,100,16,2.7049274s,1.1484675s,1.4083095s
372,1000,100,16,4.9473835s,1.000023s,1.4346497s
373,1000,100,16,3.0611226s,1.0743017s,1.2599445s
374,1000,100,16,3.3479875s,986.6111ms,1.2803297s
375,1000,100,16,3.2101377s,1.0560419s,1.3998386s
376,1000,100,16,4.6909473s,1.2321125s,1.4707954s
377,1000,100,16,3.6111488s,1.0833459s,1.4059222s
378,1000,100,16,2.6876137s,1.1229169s,1.4524278s
379,1000,100,16,3.4265308s,1.1308869s,1.4123956s
380,1000,100,16,4.2852103s,1.1378904s,1.3299903s
381,1000,100,16,4.3253527s,1.0253309s,1.2618542s
382,1000,100,16,4.4752415s,1.0856665s,1.207808s
383,1000,100,16,3.0941481s,1.2506639s,1.3815488s
384,1000,100,16,2.9357845s,1.0972938s,1.4020495s
385,1000,100,16,2.8442452s,1.0138273s,1.5724075s
386,1000,100,16,2.729818s,1.0935093s,1.3323829s
387,1000,100,16,2.5071955s,1.2164228s,1.2823253s
388,1000,100,16,2.5313678s,1.1215148s,1.2903274s
389,1000,100,16,2.9084101s,1.0892387s,1.3823185s
390,1000,100,16,3.319572s,1.1976708s,1.5863262s
391,1000,100,16,3.267457s,995.674ms,1.3162689s
392,1000,100,16,4.1089638s,1.0910302s,1.1591535s
393,1000,100,16,5.8141914s,1.0644604s,1.3862316s
394,1000,100,16,4.0121221s,1.2899862s,1.5172209s
395,1000,100,16,3.8743572s,1.2167017s,1.3523592s
396,1000,100,16,5.0815809s,1.0565908s,1.6187205s
397,1000,100,16,5.7706182s,1.0330296s,1.5814816s
398,1000,100,16,3.7989041s,1.0617099s,1.2440115s
399,1000,100,16,3.7228865s,1.0980828s,1.4030567s
400,1000,100,16,3.4818047s,1.1047576s,1.3040922s
401,1000,200,2,5.5704918s,1.5152529s,1.8713889s
402,1000,200,2,6.2005801s,1.7079124s,1.8555985s
403,1000,200,2,5.3186632s,1.8313954s,1.9525765s
404,1000,200,2,6.1018588s,1.6149993s,1.8627645s
405,1000,200,2,3.2157189s,1.4958825s,1.9727572s
406,1000,200,2,2.6976164s,1.6470413s,1.8526241s
407,1000,200,2,3.239299s,1.6258929s,2.0080122s
408,1000,200,2,2.8649994s,1.7082784s,1.9128863s
409,1000,200,2,3.537743s,1.6090047s,2.2825869s
410,1000,200,2,2.8767254s,1.6564673s,2.0186238s
411,1000,200,2,4.4514593s,1.5334489s,1.6785523s
412,1000,200,2,2.9350772s,1.5572164s,1.8421972s
413,1000,200,2,5.3738944s,1.5546325s,1.7047912s
414,1000,200,2,5.9607717s,1.6152531s,1.9522776s
415,1000,200,2,6.1659389s,1.6279956s,1.8058176s
416,1000,200,2,6.1370176s,1.6414522s,2.0898648s
417,1000,200,2,6.1539868s,1.6355761s,1.9694685s
418,1000,200,2,4.8033014s,1.4740473s,1.9540902s
419,1000,200,2,4.2713207s,1.6576574s,1.8469643s
420,1000,200,2,3.211819s,1.5919991s,1.9348974s
421,1000,200,2,2.7049274s,1.6386515s,2.0936761s
422,1000,200,2,4.9473835s,2.1553276s,1.8156811s
423,1000,200,2,3.0611226s,1.6302365s,1.8948265s
424,1000,200,2,3.3479875s,1.704397s,1.9237383s
425,1000,200,2,3.2101377s,1.4682126s,1.9593848s
426,1000,200,2,4.6909473s,1.5918867s,1.9280055s
427,1000,200,2,3.6111488s,1.6420104s,1.8129413s
428,1000,200,2,2.6876137s,1.4927797s,1.7951506s
429,1000,200,2,3.4265308s,1.6667699s,1.9831027s
430,1000,200,2,4.2852103s,1.8646725s,2.2775347s
431,1000,200,2,4.3253527s,1.6183119s,1.9590334s
432,1000,200,2,4.4752415s,1.6804038s,2.0128929s
433,1000,200,2,3.0941481s,1.7545878s,2.2445508s
434,1000,200,2,2.9357845s,1.560172s,1.7416547s
435,1000,200,2,2.8442452s,1.5466475s,1.8131107s
436,1000,200,2,2.729818s,1.8832165s,1.7484532s
437,1000,200,2,2.5071955s,2.5584293s,2.1129203s
438,1000,200,2,2.5313678s,1.6689822s,2.4099791s
439,1000,200,2,2.9084101s,1.6940678s,1.9553703s
440,1000,200,2,3.319572s,1.5064377s,1.9329393s
441,1000,200,2,3.267457s,1.5011788s,1.6990387s
442,1000,200,2,4.1089638s,1.5847741s,2.5761065s
443,1000,200,2,5.8141914s,1.7180946s,2.1855133s
444,1000,200,2,4.0121221s,1.546202s,1.8032936s
445,1000,200,2,3.8743572s,1.7558619s,2.2281166s
446,1000,200,2,5.0815809s,1.5394011s,1.6891034s
447,1000,200,2,5.7706182s,1.5762664s,1.9476977s
448,1000,200,2,3.7989041s,1.4777594s,1.7811518s
449,1000,200,2,3.7228865s,1.5328943s,1.6773946s
450,1000,200,2,3.4818047s,1.4806402s,1.6961095s
451,1000,200,4,5.5704918s,1.3302264s,1.6206814s
452,1000,200,4,6.2005801s,1.7155183s,1.653733s
453,1000,200,4,5.3186632s,1.2960444s,1.9043671s
454,1000,200,4,6.1018588s,1.4126338s,1.8320648s
455,1000,200,4,3.2157189s,1.3438054s,1.3982818s
456,1000,200,4,2.6976164s,2.2505105s,1.415081s
457,1000,200,4,3.239299s,2.3557272s,3.0997699s
458,1000,200,4,2.8649994s,1.5861224s,1.9026156s
459,1000,200,4,3.537743s,1.3801563s,2.0594298s
460,1000,200,4,2.8767254s,1.4160938s,1.9176822s
461,1000,200,4,4.4514593s,1.4067454s,1.7916629s
462,1000,200,4,2.9350772s,1.3890741s,1.9123706s
463,1000,200,4,5.3738944s,1.9733051s,2.4159118s
464,1000,200,4,5.9607717s,1.6156208s,1.9303437s
465,1000,200,4,6.1659389s,2.1307089s,1.899102s
466,1000,200,4,6.1370176s,2.615795s,2.69826s
467,1000,200,4,6.1539868s,1.6633786s,2.3215428s
468,1000,200,4,4.8033014s,2.3277122s,1.7992979s
