Run,N,Block Size,Num Threads,Sequential Time,Threadpool Time,Rayon Time
469,1000,200,4,4.2713207s,1.53964s,2.4982471s
470,1000,200,4,3.211819s,1.3953292s,2.3430446s
471,1000,200,4,2.7049274s,1.3484367s,1.6688256s
472,1000,200,4,4.9473835s,1.3440464s,1.5940552s
473,1000,200,4,3.0611226s,1.4074747s,1.6301703s
474,1000,200,4,3.3479875s,1.2941774s,1.7153584s
475,1000,200,4,3.2101377s,1.3188514s,1.6494213s
476,1000,200,4,4.6909473s,1.4673915s,1.8662043s
477,1000,200,4,3.6111488s,2.1295633s,1.9612404s
478,1000,200,4,2.6876137s,1.8936247s,2.1674266s
479,1000,200,4,3.4265308s,1.3887787s,1.9257604s
480,1000,200,4,4.2852103s,1.3309122s,1.7310387s
481,1000,200,4,4.3253527s,1.299011s,1.7126541s
482,1000,200,4,4.4752415s,1.6769653s,1.7214949s
483,1000,200,4,3.0941481s,1.2718592s,2.066735s
484,1000,200,4,2.9357845s,1.5300994s,1.6467211s
485,1000,200,4,2.8442452s,1.4604685s,2.0980453s
486,1000,200,4,2.729818s,1.7906129s,2.2198851s
487,1000,200,4,2.5071955s,3.3256019s,2.097319s
488,1000,200,4,2.5313678s,3.4596971s,2.8689376s
489,1000,200,4,2.9084101s,2.1729294s,2.3913524s
490,1000,200,4,3.319572s,2.1374079s,2.2295897s
491,1000,200,4,3.267457s,2.5990524s,2.0798549s
492,1000,200,4,4.1089638s,3.54881s,3.5580602s
493,1000,200,4,5.8141914s,2.8203948s,3.1598705s
494,1000,200,4,4.0121221s,3.1048749s,3.3761597s
495,1000,200,4,3.8743572s,1.5294047s,1.92058s
496,1000,200,4,5.0815809s,2.2290927s,2.2987808s
497,1000,200,4,5.7706182s,1.6291668s,1.9692602s
498,1000,200,4,3.7989041s,1.4442233s,1.8070343s
499,1000,200,4,3.7228865s,1.4285914s,1.6879276s
500,1000,200,4,3.4818047s,1.5489134s,1.9590497s
501,1000,200,8,5.5704918s,1.7168338s,1.7353345s
502,1000,200,8,6.2005801s,1.5099605s,2.0003461s
503,1000,200,8,5.3186632s,1.5262022s,1.8806624s
504,1000,200,8,6.1018588s,1.4677426s,1.8941117s
505,1000,200,8,3.2157189s,1.4203963s,1.8429122s
506,1000,200,8,2.6976164s,1.428501s,1.7655177s
507,1000,200,8,3.239299s,1.4071938s,1.7316183s
508,1000,200,8,2.8649994s,1.486655s,2.1939032s
509,1000,200,8,3.537743s,1.5265866s,1.8735787s
510,1000,200,8,2.8767254s,1.4772531s,1.8291997s
511,1000,200,8,4.4514593s,1.3730436s,1.917255s
512,1000,200,8,2.9350772s,1.386812s,1.7652898s
513,1000,200,8,5.3738944s,1.3708823s,1.6591106s
514,1000,200,8,5.9607717s,1.6221612s,1.784818s
515,1000,200,8,6.1659389s,1.513052s,2.10062s
516,1000,200,8,6.1370176s,1.5223157s,1.9918211s
517,1000,200,8,6.1539868s,1.5773385s,1.8619216s
518,1000,200,8,4.8033014s,1.6494955s,2.2679677s
519,1000,200,8,4.2713207s,1.4594316s,1.894476s
520,1000,200,8,3.211819s,1.4983394s,1.7255486s
521,1000,200,8,2.7049274s,1.5074727s,1.9232916s
522,1000,200,8,4.9473835s,1.6063369s,1.9439828s
523,1000,200,8,3.0611226s,1.5327721s,1.8265292s
524,1000,200,8,3.3479875s,1.509333s,2.0014605s
525,1000,200,8,3.2101377s,1.5882107s,2.1675365s
526,1000,200,8,4.6909473s,1.7220578s,1.7614232s
527,1000,200,8,3.6111488s,1.582485s,1.9493978s
528,1000,200,8,2.6876137s,1.7297508s,1.689261s
529,1000,200,8,3.4265308s,1.4691531s,2.1073775s
530,1000,200,8,4.2852103s,1.4152364s,1.6890966s
531,1000,200,8,4.3253527s,1.5425948s,1.9315372s
532,1000,200,8,4.4752415s,1.411679s,1.7824234s
533,1000,200,8,3.0941481s,1.3638492s,1.7066263s
534,1000,200,8,2.9357845s,1.5054971s,2.009674s
535,1000,200,8,2.8442452s,1.5565711s,2.0054652s
536,1000,200,8,2.729818s,1.6137071s,1.9487765s
537,1000,200,8,2.5071955s,1.6146519s,2.0319679s
538,1000,200,8,2.5313678s,1.5793807s,2.1362588s
539,1000,200,8,2.9084101s,1.3569645s,1.7763307s
540,1000,200,8,3.319572s,1.5858639s,1.7219003s
541,1000,200,8,3.267457s,1.4925812s,1.9195082s
542,1000,200,8,4.1089638s,1.6537441s,2.1085885s
543,1000,200,8,5.8141914s,1.7231866s,1.9486657s
544,1000,200,8,4.0121221s,1.5048235s,2.0591463s
545,1000,200,8,3.8743572s,1.8102621s,2.3427906s
546,1000,200,8,5.0815809s,1.4544335s,2.1368144s
547,1000,200,8,5.7706182s,1.5589263s,2.0319115s
548,1000,200,8,3.7989041s,1.5699677s,1.9226623s
549,1000,200,8,3.7228865s,1.5998539s,2.0435267s
550,1000,200,8,3.4818047s,1.488526s,1.8601358s
551,1000,200,16,5.5704918s,1.3034721s,1.7455907s
552,1000,200,16,6.2005801s,1.4108348s,1.5661318s
553,1000,200,16,5.3186632s,1.4511495s,1.7182559s
554,1000,200,16,6.1018588s,1.5244017s,2.2688845s
555,1000,200,16,3.2157189s,1.6000656s,1.8529797s
556,1000,200,16,2.6976164s,1.4614322s,1.8386145s
557,1000,200,16,3.239299s,1.6895103s,2.0140586s
558,1000,200,16,2.8649994s,1.5949349s,2.0265381s
559,1000,200,16,3.537743s,1.7566442s,1.8913087s
560,1000,200,16,2.8767254s,1.4473407s,1.983846s
561,1000,200,16,4.4514593s,1.5062723s,1.9108119s
562,1000,200,16,2.9350772s,1.502933s,1.7654538s
563,1000,200,16,5.3738944s,1.4747569s,2.0230316s
564,1000,200,16,5.9607717s,1.5337676s,2.2818953s
565,1000,200,16,6.1659389s,1.440209s,1.7590453s
566,1000,200,16,6.1370176s,1.4704322s,1.9969711s
567,1000,200,16,6.1539868s,1.3870026s,1.7637736s
568,1000,200,16,4.8033014s,2.2570156s,1.8129571s
569,1000,200,16,4.2713207s,1.8827241s,1.9935704s
570,1000,200,16,3.211819s,1.800399s,2.5887089s
571,1000,200,16,2.7049274s,1.8205758s,2.1126824s
572,1000,200,16,4.9473835s,1.3653662s,1.9417488s
573,1000,200,16,3.0611226s,1.4097162s,1.697828s
574,1000,200,16,3.3479875s,1.5495415s,1.7435869s
575,1000,200,16,3.2101377s,1.3685146s,1.7630593s
576,1000,200,16,4.6909473s,1.4454479s,1.6536967s
577,1000,200,16,3.6111488s,1.4182144s,1.6037195s
578,1000,200,16,2.6876137s,1.4204384s,1.6833198s
579,1000,200,16,3.4265308s,1.3985658s,1.6954339s
580,1000,200,16,4.2852103s,1.4213376s,1.6885272s
581,1000,200,16,4.3253527s,1.3405735s,1.7825999s
582,1000,200,16,4.4752415s,1.3839621s,2.0987503s
583,1000,200,16,3.0941481s,1.8062607s,2.0677912s
584,1000,200,16,2.9357845s,1.7149371s,2.1634524s
585,1000,200,16,2.8442452s,1.5427385s,2.140088s
586,1000,200,16,2.729818s,1.5622076s,1.9535431s
587,1000,200,16,2.5071955s,1.4501133s,1.9719411s
588,1000,200,16,2.5313678s,1.4706505s,1.9487528s
589,1000,200,16,2.9084101s,1.4583333s,1.9593879s
590,1000,200,16,3.319572s,1.3888364s,1.6704579s
591,1000,200,16,3.267457s,1.5265439s,1.6457714s
592,1000,200,16,4.1089638s,1.4737832s,1.7090836s
593,1000,200,16,5.8141914s,1.6326539s,2.2193122s
594,1000,200,16,4.0121221s,1.6770973s,1.7684888s
595,1000,200,16,3.8743572s,1.6918291s,1.8676425s
596,1000,200,16,5.0815809s,1.5669211s,2.0111332s
597,1000,200,16,5.7706182s,1.4391149s,1.7524201s
598,1000,200,16,3.7989041s,1.4052058s,1.7797639s
599,1000,200,16,3.7228865s,1.4290172s,1.8053319s
600,1000,200,16,3.4818047s,1.4208109s,1.5868112s
601,2000,100,2,11.0472738s,6.0816399s,6.3441379s
602,2000,100,2,11.2267222s,6.5860195s,6.9041779s
603,2000,100,2,12.8116994s,8.9039945s,7.0586154s
604,2000,100,2,13.4373101s,7.7893572s,7.5372189s
605,2000,100,2,14.8181301s,7.5514376s,8.1259839s
606,2000,100,2,13.0970212s,6.3100594s,9.049227s
607,2000,100,2,12.600236s,7.9053215s,7.3200009s
608,2000,100,2,12.5857414s,5.8047599s,7.738729s
609,2000,100,2,14.5578681s,5.7181791s,6.3010338s
610,2000,100,2,12.1979618s,6.0385489s,7.0786292s
611,2000,100,2,11.8811889s,5.9788077s,6.3044042s
612,2000,100,2,11.3891332s,6.1685186s,6.2900956s
613,2000,100,2,11.9018891s,5.8793588s,6.1652905s
614,2000,100,2,11.1779222s,6.2314347s,6.3806708s
615,2000,100,2,11.7869237s,6.1579443s,6.3906762s
616,2000,100,2,13.3981291s,7.8936647s,6.2095689s
617,2000,100,2,12.0413633s,6.8557453s,7.8590959s
618,2000,100,2,11.0161459s,6.9488704s,8.2117227s
619,2000,100,2,11.6110664s,6.2815289s,6.8066566s
620,2000,100,2,12.1389877s,6.5234734s,6.8145546s
621,2000,100,2,10.9055311s,7.0597216s,8.8115271s
622,2000,100,2,10.6018983s,5.9071292s,6.9321386s
623,2000,100,2,11.5321986s,6.5830114s,6.7215685s
624,2000,100,2,12.0995398s,6.6238216s,7.0946207s
625,2000,100,2,13.1397654s,6.9295563s,6.7316332s
626,2000,100,2,12.5058483s,8.8057966s,7.3062909s
627,2000,100,2,12.5014094s,7.7821209s,8.2524957s
628,2000,100,2,11.3057381s,7.0523453s,7.5426347s
629,2000,100,2,11.7774983s,8.7550926s,7.7021858s
630,2000,100,2,11.8651075s,7.1840149s,8.7365968s
631,2000,100,2,10.5773261s,7.312641s,7.5351649s
632,2000,100,2,11.9764888s,8.6629101s,8.9483858s
633,2000,100,2,11.3515802s,8.0949057s,8.5867015s
634,2000,100,2,11.1420796s,7.6702656s,8.1289564s
635,2000,100,2,11.0416153s,6.5390293s,8.0996636s
636,2000,100,2,11.9660742s,6.2785075s,6.3146963s
637,2000,100,2,11.0291535s,6.3939493s,7.5243822s
638,2000,100,2,11.6255778s,6.2764963s,7.1532209s
639,2000,100,2,15.3768593s,6.887479s,6.7692568s
640,2000,100,2,15.3295426s,6.4890882s,7.4411361s
641,2000,100,2,12.219961s,6.3781608s,6.7335903s
642,2000,100,2,11.5512256s,6.6775759s,7.0164237s
643,2000,100,2,11.0771505s,6.6235688s,7.4750079s
644,2000,100,2,11.5909954s,6.1219872s,6.9335895s
645,2000,100,2,13.1456149s,6.5950425s,6.77032s
646,2000,100,2,11.998032s,6.0441372s,6.7943635s
647,2000,100,2,12.0150656s,6.3201688s,6.5882822s
648,2000,100,2,11.6080596s,6.302959s,6.5761383s
649,2000,100,2,11.6342489s,7.2389223s,8.6320249s
650,2000,100,2,11.4751883s,9.7168228s,7.863604s
651,2000,100,4,11.0472738s,5.2357114s,5.510332s
652,2000,100,4,11.2267222s,4.6368623s,5.010203s
653,2000,100,4,12.8116994s,5.1891116s,5.855019s
654,2000,100,4,13.4373101s,4.8090276s,5.4106205s
655,2000,100,4,14.8181301s,4.7606492s,4.8012329s
656,2000,100,4,13.0970212s,4.7021365s,5.1387504s
657,2000,100,4,12.600236s,5.3011733s,5.0626517s
658,2000,100,4,12.5857414s,4.7342021s,5.2426685s
659,2000,100,4,14.5578681s,5.2047117s,5.8897263s
660,2000,100,4,12.1979618s,4.9366908s,5.5282358s
661,2000,100,4,11.8811889s,5.3450807s,5.5815624s
662,2000,100,4,11.3891332s,5.033411s,5.5162602s
663,2000,100,4,11.9018891s,5.0708726s,5.3243792s
664,2000,100,4,11.1779222s,6.336833s,5.5782676s
665,2000,100,4,11.7869237s,5.8899786s,6.2345352s
666,2000,100,4,13.3981291s,6.0222656s,5.8006889s
667,2000,100,4,12.0413633s,3.481934s,4.8506531s
668,2000,100,4,11.0161459s,3.5766751s,4.1038419s
669,2000,100,4,11.6110664s,3.4597278s,3.9116951s
670,2000,100,4,12.1389877s,3.3117349s,3.2913507s
671,2000,100,4,10.9055311s,2.7503843s,2.9721234s
672,2000,100,4,10.6018983s,2.8293439s,3.2125472s
673,2000,100,4,11.5321986s,2.8621621s,2.8695443s
674,2000,100,4,12.0995398s,2.8977746s,2.9799988s
675,2000,100,4,13.1397654s,2.8636329s,3.0145432s
676,2000,100,4,12.5058483s,3.0607071s,3.4418885s
677,2000,100,4,12.5014094s,2.8313654s,3.0956012s
678,2000,100,4,11.3057381s,3.1107143s,3.2173084s
679,2000,100,4,11.7774983s,2.9698503s,3.3194765s
680,2000,100,4,11.8651075s,3.1793493s,3.3011712s
681,2000,100,4,10.5773261s,3.2215372s,3.2180857s
682,2000,100,4,11.9764888s,3.3390811s,3.1219699s
683,2000,100,4,11.3515802s,3.1716636s,3.2117334s
684,2000,100,4,11.1420796s,3.0930953s,3.3727229s
685,2000,100,4,11.0416153s,3.0705119s,3.1437188s
686,2000,100,4,11.9660742s,3.1889288s,3.4007789s
687,2000,100,4,11.0291535s,3.0046099s,3.0334275s
688,2000,100,4,11.6255778s,3.0493268s,3.4198528s
689,2000,100,4,15.3768593s,3.0397077s,3.1641138s
690,2000,100,4,15.3295426s,3.0345742s,3.5412349s
691,2000,100,4,12.219961s,3.3344618s,3.7251504s
692,2000,100,4,11.5512256s,2.8475346s,3.5677592s
693,2000,100,4,11.0771505s,2.8296024s,3.1664043s
694,2000,100,4,11.5909954s,3.0125296s,3.0601037s
695,2000,100,4,13.1456149s,2.9968634s,3.3883983s
696,2000,100,4,11.998032s,3.2219876s,3.2783331s
697,2000,100,4,12.0150656s,3.1533153s,3.3925433s
698,2000,100,4,11.6080596s,3.0697073s,3.2308371s
699,2000,100,4,11.6342489s,3.171446s,3.6885706s
700,2000,100,4,11.4751883s,3.2635244s,3.4592943s
701,2000,100,8,11.0472738s,2.4774234s,2.9742816s
702,2000,100,8,11.2267222s,2.5222412s,2.6477169s
703,2000,100,8,12.8116994s,2.4708356s,2.7283549s
704,2000,100,8,13.4373101s,2.4875802s,2.8773731s
705,2000,100,8,14.8181301s,2.4608095s,2.8381891s
706,2000,100,8,13.0970212s,2.4419945s,2.5855878s
707,2000,100,8,12.600236s,2.3966114s,2.8145791s
708,2000,100,8,12.5857414s,2.5358568s,2.5443298s
709,2000,100,8,14.5578681s,2.4479937s,2.846954s
710,2000,100,8,12.1979618s,2.467895s,2.7059268s
711,2000,100,8,11.8811889s,2.4878768s,2.5890995s
712,2000,100,8,11.3891332s,2.4880187s,2.6713531s
713,2000,100,8,11.9018891s,2.4363589s,2.5950846s
714,2000,100,8,11.1779222s,2.4317855s,2.7489377s
715,2000,100,8,11.7869237s,2.4569986s,2.8717162s
716,2000,100,8,13.3981291s,2.6649307s,2.5839185s
717,2000,100,8,12.0413633s,2.4648271s,2.6761083s
718,2000,100,8,11.0161459s,2.4519798s,2.7484305s
719,2000,100,8,11.6110664s,2.592991s,2.5729261s
720,2000,100,8,12.1389877s,2.4716199s,2.8402749s
721,2000,100,8,10.9055311s,2.4706696s,2.4637564s
722,2000,100,8,10.6018983s,2.4618606s,2.8423432s
723,2000,100,8,11.5321986s,2.6397286s,2.8596607s
724,2000,100,8,12.0995398s,2.5833543s,2.6997385s
725,2000,100,8,13.1397654s,2.6171369s,2.8957699s
726,2000,100,8,12.5058483s,2.586473s,3.105749s
727,2000,100,8,12.5014094s,2.5340339s,2.6421224s
728,2000,100,8,11.3057381s,2.545986s,2.7683937s
729,2000,100,8,11.7774983s,2.4633379s,2.7620707s
730,2000,100,8,11.8651075s,2.4721003s,2.8691156s
731,2000,100,8,10.5773261s,2.4583277s,2.5453611s
732,2000,100,8,11.9764888s,2.5691542s,2.7310062s
733,2000,100,8,11.3515802s,2.5013082s,2.5949181s
734,2000,100,8,11.1420796s,2.4941103s,2.943939s
735,2000,100,8,11.0416153s,2.6161047s,2.9694733s
736,2000,100,8,11.9660742s,2.4828783s,2.5890161s
737,2000,100,8,11.0291535s,2.481383s,2.7513201s
738,2000,100,8,11.6255778s,2.4287403s,2.8181906s
739,2000,100,8,15.3768593s,2.5425124s,2.8221009s
740,2000,100,8,15.3295426s,2.5771056s,2.8176346s
741,2000,100,8,12.219961s,2.4554442s,2.8145038s
742,2000,100,8,11.5512256s,2.5728983s,2.7216039s
743,2000,100,8,11.0771505s,2.5073476s,2.7872094s
744,2000,100,8,11.5909954s,2.6045s,2.828451s
745,2000,100,8,13.1456149s,2.4282019s,2.7594289s
746,2000,100,8,11.998032s,2.4425954s,2.6706554s
747,2000,100,8,12.0150656s,2.4215434s,2.8999004s
748,2000,100,8,11.6080596s,2.7045894s,2.5968906s
749,2000,100,8,11.6342489s,2.4849069s,2.7285685s
750,2000,100,8,11.4751883s,2.4617459s,2.8357736s
751,2000,100,16,11.0472738s,2.4672649s,2.6577873s
752,2000,100,16,11.2267222s,2.4866035s,2.5609881s
753,2000,100,16,12.8116994s,2.3594728s,2.5036716s
754,2000,100,16,13.4373101s,2.4592375s,2.4693511s
755,2000,100,16,14.8181301s,2.6538251s,2.5053935s
756,2000,100,16,13.0970212s,2.5154727s,2.552563s
757,2000,100,16,12.600236s,2.4674376s,2.6089434s
758,2000,100,16,12.5857414s,2.4846654s,2.7409s
759,2000,100,16,14.5578681s,2.5355957s,2.4657865s
760,2000,100,16,12.1979618s,2.4599954s,2.5518035s
761,2000,100,16,11.8811889s,2.6081849s,2.5712886s
762,2000,100,16,11.3891332s,2.5159856s,2.5408791s
763,2000,100,16,11.9018891s,2.5903919s,2.4865751s
764,2000,100,16,11.1779222s,2.5204512s,2.5238861s
765,2000,100,16,11.7869237s,2.4771791s,2.6155922s
766,2000,100,16,13.3981291s,2.4594336s,2.5088123s
767,2000,100,16,12.0413633s,2.379467s,2.5102376s
768,2000,100,16,11.0161459s,2.5042389s,2.5464371s
769,2000,100,16,11.6110664s,2.490762s,2.5047349s
770,2000,100,16,12.1389877s,2.4459658s,2.5014909s
771,2000,100,16,10.9055311s,2.4664744s,2.4580888s
772,2000,100,16,10.6018983s,2.4637619s,2.4958935s
773,2000,100,16,11.5321986s,2.5108753s,2.4077256s
774,2000,100,16,12.0995398s,2.3727326s,2.5013026s
775,2000,100,16,13.1397654s,2.4163939s,2.5003636s
776,2000,100,16,12.5058483s,2.5166028s,2.6855389s
777,2000,100,16,12.5014094s,2.5443171s,2.637429s
778,2000,100,16,11.3057381s,2.5047425s,2.6749714s
779,2000,100,16,11.7774983s,2.478306s,2.5764854s
780,2000,100,16,11.8651075s,2.4718928s,2.5038643s
781,2000,100,16,10.5773261s,2.5066307s,2.5326482s
782,2000,100,16,11.9764888s,2.4869973s,2.663455s
783,2000,100,16,11.3515802s,2.4166695s,2.47207s
784,2000,100,16,11.1420796s,2.504192s,2.5415445s
785,2000,100,16,11.0416153s,2.5638421s,2.482522s
786,2000,100,16,11.9660742s,2.7190051s,2.5500421s
787,2000,100,16,11.0291535s,2.5526077s,2.5125308s
788,2000,100,16,11.6255778s,2.5150171s,2.554572s
789,2000,100,16,15.3768593s,2.5100666s,2.5406488s
790,2000,100,16,15.3295426s,2.4878506s,2.5399109s
791,2000,100,16,12.219961s,2.571615s,2.5320785s
792,2000,100,16,11.5512256s,2.6162508s,2.5532259s
793,2000,100,16,11.0771505s,2.6327467s,2.5631875s
794,2000,100,16,11.5909954s,2.4674602s,2.5796408s
795,2000,100,16,13.1456149s,2.6252494s,2.5754453s
796,2000,100,16,11.998032s,2.5017098s,2.4761634s
797,2000,100,16,12.0150656s,2.4860876s,2.5262208s
798,2000,100,16,11.6080596s,2.7024027s,2.5995531s
799,2000,100,16,11.6342489s,2.4723936s,2.6014374s
800,2000,100,16,11.4751883s,2.5645587s,2.5613453s
801,2000,200,2,11.0472738s,4.6065733s,4.6543823s
802,2000,200,2,11.2267222s,4.575259s,4.5957114s
803,2000,200,2,12.8116994s,4.4305572s,4.6302466s
804,2000,200,2,13.4373101s,4.9127539s,4.6527383s
805,2000,200,2,14.8181301s,4.926235s,4.6754673s
806,2000,200,2,13.0970212s,4.6435793s,4.8500547s
807,2000,200,2,12.600236s,4.9586925s,4.6661309s
808,2000,200,2,12.5857414s,4.7626063s,4.6269419s
809,2000,200,2,14.5578681s,4.7874932s,4.7714069s
810,2000,200,2,12.1979618s,4.6078203s,4.5551523s
811,2000,200,2,11.8811889s,4.650908s,4.679246s
812,2000,200,2,11.3891332s,4.5379109s,4.6478145s
813,2000,200,2,11.9018891s,4.6700882s,4.6610268s
814,2000,200,2,11.1779222s,4.6282025s,4.6548762s
815,2000,200,2,11.7869237s,4.579792s,4.7252005s
816,2000,200,2,13.3981291s,4.5913249s,4.5203086s
817,2000,200,2,12.0413633s,4.6572259s,4.6950904s
818,2000,200,2,11.0161459s,4.4908081s,4.5197207s
819,2000,200,2,11.6110664s,4.6013146s,4.4548276s
820,2000,200,2,12.1389877s,4.5268108s,4.6851799s
821,2000,200,2,10.9055311s,4.435547s,4.4420221s
822,2000,200,2,10.6018983s,4.545727s,4.4314811s
823,2000,200,2,11.5321986s,4.5067418s,4.5491216s
824,2000,200,2,12.0995398s,4.5506341s,4.5111689s
825,2000,200,2,13.1397654s,4.5346248s,4.5670287s
826,2000,200,2,12.5058483s,4.5554035s,4.548987s
827,2000,200,2,12.5014094s,4.6013307s,4.5893945s
828,2000,200,2,11.3057381s,4.6491282s,4.717459s
829,2000,200,2,11.7774983s,4.5989277s,4.4127228s
830,2000,200,2,11.8651075s,4.5451809s,4.44413s
831,2000,200,2,10.5773261s,4.5466328s,4.5598571s
832,2000,200,2,11.9764888s,4.6312642s,4.5162617s
833,2000,200,2,11.3515802s,4.6017906s,4.7198181s
834,2000,200,2,11.1420796s,4.420707s,4.4931253s
835,2000,200,2,11.0416153s,4.3888493s,4.3942298s
836,2000,200,2,11.9660742s,4.5697574s,4.4248356s
837,2000,200,2,11.0291535s,4.8396747s,4.412784s
838,2000,200,2,11.6255778s,4.8595253s,4.5963771s
839,2000,200,2,15.3768593s,4.3996658s,4.3101905s
840,2000,200,2,15.3295426s,4.6227609s,4.5077786s
841,2000,200,2,12.219961s,4.5697404s,4.5312893s
842,2000,200,2,11.5512256s,4.6543253s,4.46721s
843,2000,200,2,11.0771505s,4.5064667s,4.5957826s
844,2000,200,2,11.5909954s,4.5437841s,4.6878757s
845,2000,200,2,13.1456149s,4.5924259s,4.4051263s
846,2000,200,2,11.998032s,4.5213647s,4.5110069s
847,2000,200,2,12.0150656s,4.5049584s,4.5252828s
848,2000,200,2,11.6080596s,4.3981617s,4.5702121s
849,2000,200,2,11.6342489s,4.3647613s,4.3306137s
850,2000,200,2,11.4751883s,4.3881544s,4.360002s
851,2000,200,4,11.0472738s,2.9474478s,2.6038988s
852,2000,200,4,11.2267222s,3.12636s,3.1134903s
853,2000,200,4,12.8116994s,3.0218683s,3.1364103s
854,2000,200,4,13.4373101s,2.945048s,2.6008446s
855,2000,200,4,14.8181301s,3.1109657s,3.3089154s
856,2000,200,4,13.0970212s,3.0359319s,3.1507884s
857,2000,200,4,12.600236s,2.9891828s,3.1056652s
858,2000,200,4,12.5857414s,3.0062469s,2.6775243s
859,2000,200,4,14.5578681s,3.0572032s,3.0700447s
860,2000,200,4,12.1979618s,3.2717849s,3.0936613s
861,2000,200,4,11.8811889s,3.042407s,3.0441949s
862,2000,200,4,11.3891332s,3.0399672s,3.2736474s
863,2000,200,4,11.9018891s,3.1850837s,3.1757604s
864,2000,200,4,11.1779222s,3.1172852s,3.1310458s
865,2000,200,4,11.7869237s,3.2673287s,3.3334631s
866,2000,200,4,13.3981291s,3.0401504s,3.1671273s
867,2000,200,4,12.0413633s,3.0148111s,3.0799171s
868,2000,200,4,11.0161459s,3.118562s,2.6598779s
869,2000,200,4,11.6110664s,3.0255686s,3.1281936s
870,2000,200,4,12.1389877s,2.9549061s,3.022552s
871,2000,200,4,10.9055311s,2.9559501s,3.048245s
872,2000,200,4,10.6018983s,3.0763731s,3.3488299s
873,2000,200,4,11.5321986s,3.0513347s,3.1199858s
874,2000,200,4,12.0995398s,3.0437372s,3.046317s
875,2000,200,4,13.1397654s,2.9955664s,2.686366s
876,2000,200,4,12.5058483s,3.1256631s,2.959386s
877,2000,200,4,12.5014094s,3.141848s,3.2429883s
878,2000,200,4,11.3057381s,2.9502363s,3.0961016s
879,2000,200,4,11.7774983s,3.1385729s,3.0092473s
880,2000,200,4,11.8651075s,3.0244477s,3.0150905s
881,2000,200,4,10.5773261s,2.9750966s,3.0157539s
882,2000,200,4,11.9764888s,3.001044s,3.0662249s
883,2000,200,4,11.3515802s,3.04648s,3.2282268s
884,2000,200,4,11.1420796s,3.1071035s,3.1104357s
885,2000,200,4,11.0416153s,3.0626069s,3.2421871s
886,2000,200,4,11.9660742s,3.0641057s,3.1176814s
887,2000,200,4,11.0291535s,3.2845835s,3.220999s
888,2000,200,4,11.6255778s,3.1093909s,3.1241896s
889,2000,200,4,15.3768593s,3.1065663s,3.1167514s
890,2000,200,4,15.3295426s,3.0048045s,3.0403171s
891,2000,200,4,12.219961s,2.9949157s,3.0764592s
892,2000,200,4,11.5512256s,2.9670923s,3.0940583s
893,2000,200,4,11.0771505s,2.9730546s,3.0191893s
894,2000,200,4,11.5909954s,3.1444053s,3.1219536s
895,2000,200,4,13.1456149s,3.2011833s,3.2060824s
896,2000,200,4,11.998032s,3.1035488s,3.0764286s
897,2000,200,4,12.0150656s,3.1447313s,3.2511431s
898,2000,200,4,11.6080596s,3.1717778s,3.2284866s
899,2000,200,4,11.6342489s,3.0391393s,3.2217283s
900,2000,200,4,11.4751883s,3.3371706s,3.2393758s
901,2000,200,8,11.0472738s,2.8446534s,2.9051924s
902,2000,200,8,11.2267222s,2.8381436s,3.0332365s
903,2000,200,8,12.8116994s,2.7515208s,2.7887798s
904,2000,200,8,13.4373101s,2.7814756s,2.7560073s
905,2000,200,8,14.8181301s,2.877763s,2.756158s
906,2000,200,8,13.0970212s,2.9547351s,2.896807s
907,2000,200,8,12.600236s,2.8352586s,2.9549272s
908,2000,200,8,12.5857414s,3.0928738s,2.8563477s
909,2000,200,8,14.5578681s,2.9260276s,2.7394287s
910,2000,200,8,12.1979618s,2.765137s,3.110554s
911,2000,200,8,11.8811889s,2.8706106s,2.8162965s
912,2000,200,8,11.3891332s,2.8472752s,2.7801718s
913,2000,200,8,11.9018891s,2.8311291s,2.8703619s
914,2000,200,8,11.1779222s,2.9452871s,2.8793018s
915,2000,200,8,11.7869237s,2.8822231s,2.9839363s
916,2000,200,8,13.3981291s,2.8320314s,2.8495048s
917,2000,200,8,12.0413633s,2.8174168s,2.8852521s
918,2000,200,8,11.0161459s,2.833828s,2.869534s
919,2000,200,8,11.6110664s,2.9849341s,2.8183841s
920,2000,200,8,12.1389877s,2.9157499s,2.8737701s
921,2000,200,8,10.9055311s,2.8644278s,2.9260455s
922,2000,200,8,10.6018983s,2.9089011s,2.8962811s
923,2000,200,8,11.5321986s,2.9790011s,3.0124569s
924,2000,200,8,12.0995398s,2.913341s,2.8100031s
925,2000,200,8,13.1397654s,3.0042587s,3.0086953s
926,2000,200,8,12.5058483s,2.8332062s,2.8491988s
927,2000,200,8,12.5014094s,2.7949865s,2.8445114s
928,2000,200,8,11.3057381s,2.9048838s,2.9303939s
929,2000,200,8,11.7774983s,2.8390989s,2.8468864s
930,2000,200,8,11.8651075s,2.9033997s,2.8547638s
931,2000,200,8,10.5773261s,2.9629309s,2.8278476s
932,2000,200,8,11.9764888s,3.0075557s,2.8791679s
933,2000,200,8,11.3515802s,2.8518224s,2.9222657s
934,2000,200,8,11.1420796s,2.8363922s,2.8144051s
935,2000,200,8,11.0416153s,2.7358541s,2.9241063s
936,2000,200,8,11.9660742s,2.7631738s,2.7601807s
937,2000,200,8,11.0291535s,2.7730052s,2.7803337s
